message	domain
I wnt to buy a used car	shopping
What is nearest hotel	travel
My refrigerator's door hinge is broken. Need to fix that	support
Oneplus3 vs samsung galaxy s7 vs iphone 6s vs xperia x	shopping
Ice creams to Pozhichalur	food
Show me bus available	travel
Show me some cheap LCD tv	shopping
Not now pls remind me on 10th September	reminders
Bronchitis home treatment	shopping
I asked for redmi 3s prime not for note 3	shopping
Ticket fare for newyork from chennai	travel
Dell laptop bag Ke sath Sony ka power bank  999 me de raha h kya	shopping
Because of strike here in Bangalore buses dint fly yesterday night, so the ticket I booked was unused, can I get my money back...?	travel
Rajarhat rooms	travel
Airtel store nearby	nearby
New Delhi se Vaishno Devi - train ticket required. Coming Saturday.	travel
I need to travel baroda from ahemdabad	travel
Call me on 8560805026	reminders
Train from Mysore. To smg times	travel
Is there any train on 2nd January From Guwahati to Ahmedabad?	travel
Earphones	shopping
Over iphone ?	shopping
What's the best bill payment service with cash back and other offers?	recharge
If seats are confirmed means inform me	travel
Remember me to call Reliance broadband office in 11:00 am by msg	reminders
14681 NDLS JUC exp	travel
I want volvo bus booking	travel
Dominos nearby	food
Where? Which theatre?	movies
Show me nearest sbi atm	nearby
Any resorts near to Bangalore?	travel
Near pub	nearby
Any CD or DVD library near by?	nearby
Suggest flights to bangalore from Mumbai	travel
Need dth recharge discount coupon	recharge
Cafe coffee day address	food
Can you tell me trains from varanasi to Lucknow for 15sept	travel
Send a pizza	food
New movies for this week	movies
Give me the b3 star hotels at mahableshwar	travel
Tomorrow 12:15 one way ticket movie in rahul shiwaji nagar send available seat view	travel
Can you book a room for checking in tomorrow 10 am for one night in Chennai near Custom House and Beach Station Mannady.	travel
Can u find me dominos	food
What is the price pf samsung z2	shopping
air india A I 644 FARE 2881 IS all inclusive	travel
Pizza?	food
Get me neon colour sports shoes	shopping
OK Gobi manchuri	food
Name Hollywood movies playing near my location	movies
Veg single combo	food
Is MARRYBROWN r kFc accepting online ordering	food
Internet cafe	nearby
I have to order pizza	food
Need to buy nice gift for a girl	shopping
Kya huaa cloth btou naa	shopping
Sony head phone	shopping
Tell me the flight tickets for mumbai to bhuj	travel
I m buying this phone	shopping
Remind me to collect documents from ramya on 22nd September	reminders
Train tickets in bihar sampark kranti from dbg to ndls 17 sept to 20 September	travel
Colour n design	shopping
I need to go to Florence from Rome on 6th Oct in the morning and from Florence to Venice on 8th morning	travel
Hotel sovereign nani daman	travel
For adidas what is delivery charges	shopping
W660PND3GBK see this hitchi model better than this looking for	shopping
I want aloo Paratha from cafe delite Goregaon	food
What is the validity pack of BSNL Assam circle.	recharge
Mi max	shopping
Need to connect with someone repairing Sofa	support
I need 3 barota nd one butterscotch milkshake	food
Can you remind me to buy a gift after 30 Sept?	reminders
Need reliance jio SIM	recharge
Coimbatore express 11013 details	travel
Pub	food
SBI CDM nearby please!	nearby
Find route to go gurgaon	travel
Smart watches is what I'm looking for	shopping
Can you give pind Baluchi restaurant menu?	food
Status of departue of vibhuti express today from howrah	travel
recent movies	movies
Can u provide me some good hotel in manali	travel
Book the tickets	movies
Micromax canvas xpress 4g mobile	shopping
i already booked my ticket	movies
Hi.. I want to buy a phone within 8k,can you please suggest me??	shopping
Amazon	shopping
2 nights	travel
I need the timings for local train from Pune to lonavla	travel
If I want rent a car for one day	travel
Any new movies?	movies
Cheapest flight from Bangalore to Indore   on 18th November	travel
Can you plzz tell me the movies of andheri west cinepolis for friday	movies
I want to buy a watch	shopping
Can u provide me bus schedule	travel
Hi can u find me the best flight fares from hyd to delhi on October	travel
Nearest photo printers	nearby
I want to purchase a scooter	shopping
Is there any CCD n KFC in mantri mall blore?	food
Hey, can you remind me about call father	reminders
Light sports shoe..upto 500	shopping
Need marmadesam dvd	shopping
Central bank atm boot nearest location	nearby
I asked you many of times to switch reminder off but daily it remindes me	reminders
Can u pls suggest data plan for 5 days on this num -8977340332	recharge
In any other company.....  Gaming phone but without hearing	shopping
I want Papa John's pizza	food
Apple headphones are waterproof	shopping
Fish biryani	food
Wave cinema moradabad.. Show time.??	movies
Sleeper class	travel
nearby gym	nearby
Ap reminder call lagaye	reminders
Is redmi note available in India	shopping
Bogo on dominos	food
Looking for food near marathahalli	food
Bsnl net offers	recharge
I want sleeper bus	travel
I want micromax canvas juice. 4	shopping
I need dubai round trip cheaper tickets from delhi	travel
Hauz khas nearest sbi public branch?	nearby
Train to igatpuri	travel
Sector 7 chandigarh to railway station chndigarh bus number	travel
I need home delivery biriyani from must biriyani	food
Is there any local train available to go to wardha from Nagpur at morning time	travel
Will you call me ?	reminders
Is thr any KFC near by me ?	food
Hey i want to replace the order because i recieve different item of that company i ordered black shirt but it is blue	shopping
Flipkart office near by me in palanpur?	nearby
How to purchase condom	shopping
What is the procedure to book tickets for movie??	movies
Can I know the price of I phone 7	shopping
Resale ka moto g	shopping
Hey plz stop all reminders	reminders
Hy did u book d cab for mee	travel
Hey, can you connect me with customer care of a company?{task}	support
Disable my daily reminder	reminders
24 hours open restaurant name	food
How to recharge	recharge
Hi, can you help me in changing my travel date for Jet Airways flight?	travel
Delhi to tirupati by air lowest price on January03, 2017	travel
"""Fixing phone and PC"""	support
Is it possible to book flight tickets from Mumbai to Goa for 21 Oct  at present rate?	travel
Shanti express	travel
Feedback: I didn't get any reminder from you for my meeting	reminders
can you book ticket?	movies
I want Karnataka bank atm	nearby
Near King koti	food
Remind Tulika on  91 7045-318021 today at 6 to have water	reminders
Near by yoga center	nearby
Do you know any super market near by Ernakulam KSRTC bus station	nearby
In kanya and srikanya theater which movie	movies
How to make masala sweet corn in hindi	food
Remind me at 11a.m to call tsvs	reminders
Need cheap  flight rate for next month 15	travel
Please cancel my wake up call	reminders
Can we carry alcohol in flight?	travel
Nearest recharging shop	nearby
Hai akash.........can i know ....airtel mobile internet price fall down....due to Reliance Jio ....can you share offers	recharge
No any seat available on 2nd november	travel
Nice good for free home delivery in satya niketan	food
Where I  get reliance Jio sim	recharge
Haptik find me the nearest pnb atm	nearby
Metal	shopping
What about Lucknow double decker	travel
HDFC bank	nearby
I want one day delivery	shopping
For 27th Sept Vijayawada railway station will have track repairs it seems..find where the trains stop to reach Vijayawada..I have to book my train ticket..find it	travel
Want to order	food
No trains??	travel
Ladies hand bag	shopping
Whthr dominos available in this area	food
New Delhi to Lucknow	travel
Flights from Jaipur to kolkata	travel
any offer on movies as haptik always have on weekend releases?	movies
Smart watch	shopping
I need n casuals not in formals	shopping
Kannada movie	movies
Are you sure the last one u sent is for redmi 3s prime	shopping
I want to buy a football	shopping
Tell me thane madgaon trains available frm 7pm onwards on friday 16 sept	travel
Remind me to go to college regarding some work tomorrow.	reminders
Hello..I want to go for 5 day or 7 day trip in this diwali vacation plz suggest me best place to visit in that time in India?	travel
Hay I want to buy a 16gb SD card	shopping
How to check the current status of my train on IRCTC	travel
Is there a train that would reach at 6 in the morning? 3AC one ticket.	travel
Pls get me availability for fist two train to ahemdabad	travel
Which is not an apple product?	shopping
Inkokadu movie near chaitanyapuri show timings	movies
Can you please schedule me another reminder	reminders
Could please tell me the timing for the movie pink	movies
Go to nagpur	travel
Give me the newly released trailers on imdb	movies
9509213461 reliance data best offer	recharge
Distance from Konisi hata,brahmapur  to brahmapur  new bus stand	travel
Helo any paytm recharge copons	recharge
Find me the nearest reliance store in sector 5 gurgaon	nearby
Cancle all the alarms	reminders
Chocolates	shopping
Any discount coupons are there for flights?	travel
I don't need reminders now on	reminders
Arrival time of venad express at ijk station train no:16301	travel
Plz give me ticket fair	movies
I want to buy john Jacobs eyewear cases	shopping
Burger where can I get good burgers from	food
Need to book reservation in INAZIA gachibowli	food
Please can u cancel my reminder of 24 september	reminders
I want to book a cab from pimpri kalewadi to bhima koregaon plz help	travel
Thank you for your kind regards, the remainder is welcomed,  but water should be available at the instant of reminder.	reminders
I want to buy Nova Cordless 2 In 1 Advanced NHT 1045/00 O Trimmer For Men(Orange){product_id:3109, product_name:Nova Cordless 2 In 1 Advanced NHT 1045/00 O Trimmer For Men(Orange), api_id:, api_name:deal_of_day}{carousel_cta}	shopping
what is the next flash sale date for redmi 3s prime	shopping
iphone 7 plus	shopping
Bhopal express	travel
Whirlpool fridge customer care number pls	support
Trains available in station	travel
Tell me all the detailed specifications of iPhone7	shopping
Suggest me good international honeymoon package in the range of 2lakh for a couple	travel
Can you get me promo code of goibibo on flight	travel
I want to go laknow	travel
Is there any gym, nearby??	nearby
Reminder today at 530 pm to leave for Bindu and carry her file	reminders
Non ac pls	travel
Near by Domino's pizza outlet	food
there is a flight from lucknow which will first land in delhi and then will go to chennai	travel
Reminder to call Suresh Mali for payment	reminders
Can u do one thing at 9.30pm every sat gve me reminder for medicine	reminders
Kol to Bangalore flight last Monday of fev2017,economy class	travel
